CompanyName,JobTitle,DatePosted,JobCategory
Schneider Electric - Egypt,Project Controller Associate,2023-10-10,Project/Program Management
Giza Arabia Systems,Project Engineer,2023-10-10,Engineering - Construction/Civil/Architecture
Giza Arabia Systems,Project Engineer,2023-10-10,Project/Program Management
Giza Arabia Systems,Project Engineer,2023-10-10,Engineering - Mechanical/Electrical
Schneider Electric - Egypt,Software Solution Sales Engineer,2023-10-10,IT/Software Development
Schneider Electric - Egypt,Software Solution Sales Engineer,2023-10-10,Sales/Retail
Schneider Electric - Egypt,Software Solution Sales Engineer,2023-10-10,Engineering - Telecom/Technology
Nerva,Head OF Operations,2023-10-10,Business Development
Nerva,Head OF Operations,2023-10-10,Operations/Management
Auto Tager,Vice president of Technology,2023-10-10,Engineering - Telecom/Technology
GET Group- Egypt,Senior Application Support Engineer,2023-10-10,IT/Software Development
GET Group- Egypt,Senior Application Support Engineer,2023-10-10,Engineering - Telecom/Technology
Egabi FSI,Senior Frontend Developer- Angular,2023-10-10,IT/Software Development
Egabi FSI,Senior Frontend Developer- Angular,2023-10-10,Engineering - Telecom/Technology
Nerva,Financial Manager (Hospitality and Real Estate) in KSA,2023-10-10,Accounting/Finance
Giza Arabia Systems,Senior Channel Sale Manager - Fortinet,2023-10-10,Customer Service/Support
Giza Arabia Systems,Senior Channel Sale Manager - Fortinet,2023-10-10,IT/Software Development
Giza Arabia Systems,Senior Channel Sale Manager - Fortinet,2023-10-10,Sales/Retail
Giza Arabia Systems,Head of Technical Delivery-Smart Solutions,2023-10-10,IT/Software Development
Giza Arabia Systems,Head of Technical Delivery-Smart Solutions,2023-10-10,Sales/Retail
Giza Arabia Systems,Head of Technical Delivery-Smart Solutions,2023-10-10,Engineering - Telecom/Technology
Basata,Technical Support,2023-10-10,Installation/Maintenance/Repair
Basata,Technical Support,2023-10-10,IT/Software Development
Basata,Technical Support,2023-10-10,Engineering - Telecom/Technology
Arabian Advanced Systems,Oracle Developer,2023-10-10,IT/Software Development
Giza Arabia Systems,Senior DevOps Engineer,2023-10-10,IT/Software Development
Giza Arabia Systems,Senior DevOps Engineer,2023-10-10,Engineering - Telecom/Technology
Giza Arabia Systems,Senior DevOps Engineer,2023-10-10,Engineering - Mechanical/Electrical
Erada,Data Engineer,2023-10-10,IT/Software Development
Erada,Data Engineer,2023-10-10,Engineering - Telecom/Technology
WorldFish,Consultant (Gender and Social Inclusion),2023-10-10,IT/Software Development
WorldFish,Consultant (Gender and Social Inclusion),2023-10-10,Sales/Retail
WorldFish,Consultant (Gender and Social Inclusion),2023-10-10,Engineering - Telecom/Technology
Giza Arabia Systems,DevOps Practice Manager,2023-10-10,IT/Software Development
Giza Arabia Systems,DevOps Practice Manager,2023-10-10,Marketing/PR/Advertising
Giza Arabia Systems,DevOps Practice Manager,2023-10-10,Engineering - Telecom/Technology
Giza Arabia Systems,Presales Consultant – Dell Technologies,2023-10-10,IT/Software Development
Giza Arabia Systems,Presales Consultant – Dell Technologies,2023-10-10,Sales/Retail
Giza Arabia Systems,Presales Consultant – Dell Technologies,2023-10-10,Engineering - Telecom/Technology
PILLARS CONSULTANCY & RECRUITMENT,Technical Manager (International Construction),2023-10-10,Engineering - Construction/Civil/Architecture
PILLARS CONSULTANCY & RECRUITMENT,Technical Manager (International Construction),2023-10-10,IT/Software Development
PILLARS CONSULTANCY & RECRUITMENT,Technical Manager (International Construction),2023-10-10,Engineering - Telecom/Technology
WUZZUF,Senior Quality Control Engineer,2023-10-10,IT/Software Development
WUZZUF,Senior Quality Control Engineer,2023-10-10,Quality
WUZZUF,Senior Quality Control Engineer,2023-10-10,Engineering - Telecom/Technology
Shatta,Infrastructure&Support Specialist,2023-10-10,IT/Software Development
Shatta,Infrastructure Team Leader,2023-10-10,IT/Software Development
DXC.technology,.Net Developer,2023-10-10,Installation/Maintenance/Repair
DXC.technology,.Net Developer,2023-10-10,IT/Software Development
DXC.technology,.Net Developer,2023-10-10,Engineering - Telecom/Technology
"Nile Bits, LLC.",WordPress/WooCommerce Developer,2023-10-10,Creative/Design/Art
"Nile Bits, LLC.",WordPress/WooCommerce Developer,2023-10-10,IT/Software Development
"Nile Bits, LLC.",WordPress/WooCommerce Developer,2023-10-10,Engineering - Telecom/Technology
9H Capital ,Senior Technical Project Owner,2023-10-10,IT/Software Development
9H Capital ,Senior Technical Project Owner,2023-10-10,Project/Program Management
9H Capital ,Senior Technical Project Owner,2023-10-10,Engineering - Telecom/Technology
Amazon MENA,"Vendor Consultant - Italian Speakers, AVS-NOP",2023-10-10,IT/Software Development
Amazon MENA,"Vendor Consultant - Italian Speakers, AVS-NOP",2023-10-10,Engineering - Telecom/Technology
Amazon MENA,"Vendor Consultant - Italian Speakers, AVS-NOP",2023-10-10,Engineering - Mechanical/Electrical
Amazon MENA,"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",2023-10-10,IT/Software Development
Amazon MENA,"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",2023-10-10,Quality
Amazon MENA,"Investigations Manager I, Shopping Experience Protection Operations (SEPO)-Customer Discovery Trust",2023-10-10,Engineering - Telecom/Technology
Intercept Technologies,Software Sales Account manager ( Per project ),2023-10-10,Business Development
Intercept Technologies,Software Sales Account manager ( Per project ),2023-10-10,IT/Software Development
Intercept Technologies,Software Sales Account manager ( Per project ),2023-10-10,Sales/Retail
WUZZUF,Quality Control Engineer Internship,2023-10-10,IT/Software Development
WUZZUF,Quality Control Engineer Internship,2023-10-10,Quality
Expleo,Senior LMS Administrator,2023-10-10,Administration
Expleo,Senior LMS Administrator,2023-10-10,Human Resources
Expleo,Senior LMS Administrator,2023-10-10,IT/Software Development
WUZZUF,Backend Developer Internship,2023-10-10,IT/Software Development
WUZZUF,Backend Developer Internship,2023-10-10,Engineering - Telecom/Technology
Nerva,Odoo Functional Consultant,2023-10-10,IT/Software Development
El-Sewedy Electrometer,Security Engineer (6th of October),2023-10-10,Installation/Maintenance/Repair
El-Sewedy Electrometer,Security Engineer (6th of October),2023-10-10,IT/Software Development
El-Sewedy Electrometer,Security Engineer (6th of October),2023-10-10,Engineering - Telecom/Technology
Arabic Localizer,Account Manager-Alexandria,2023-10-10,Customer Service/Support
Arabic Localizer,Account Manager-Alexandria,2023-10-10,Marketing/PR/Advertising
Arabic Localizer,Account Manager-Alexandria,2023-10-10,Sales/Retail
Nour Eldin Elsherif for Trading vehicles,System Administrator,2023-10-09,IT/Software Development
Nour Eldin Elsherif for Trading vehicles,System Administrator,2023-10-09,Engineering - Telecom/Technology
Expleo,IT Specialist,2023-10-09,IT/Software Development
Expleo,IT Specialist,2023-10-09,Engineering - Telecom/Technology
Delta Egypt For Lighting ,IT Help Desk,2023-10-09,IT/Software Development
Tokio Marine Egypt General,Oracle Developer,2023-10-09,IT/Software Development
Kasrawy Group,ERP Support Assistant,2023-10-09,Accounting/Finance
Kasrawy Group,ERP Support Assistant,2023-10-09,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Automation Testing Engineer.,2023-10-09,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Automation Testing Engineer.,2023-10-09,Quality
Fawry for Banking Technology and Electronic Payments S.A.E,Automation Testing Engineer.,2023-10-09,Engineering - Telecom/Technology
Mass Technology,IT Sales Executive,2023-10-09,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Testing Engineer,2023-10-09,IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Testing Engineer,2023-10-09,Quality
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Testing Engineer,2023-10-09,Engineering - Telecom/Technology
Youxel,Senior Front-End Developer,2023-10-09,IT/Software Development
Youxel,Senior Front-End Developer,2023-10-09,Engineering - Telecom/Technology
9H Capital ,WordPress Software Engineer (8+ years Experience),2023-10-09,IT/Software Development
9H Capital ,WordPress Software Engineer (8+ years Experience),2023-10-09,Marketing/PR/Advertising
9H Capital ,WordPress Software Engineer (8+ years Experience),2023-10-09,Engineering - Telecom/Technology
365 Ecology,Odoo Implementer,2023-10-09,IT/Software Development
Amasi,Senior PHP Developer,2023-10-09,IT/Software Development
2CooM,Graphic Designer,2023-10-09,Administration
International Advanced ,senior software tester,2023-10-09,IT/Software Development
Bypa-ss,Senior React Native Developer,2023-10-09,IT/Software Development
Bypa-ss,Junior React Native developer,2023-10-09,IT/Software Development
Bypa-ss,Senior Java Developer,2023-10-09,IT/Software Development
Cilantro,IT Network Administrator,2023-10-09,IT/Software Development
Cilantro,IT Network Administrator,2023-10-09,Engineering - Telecom/Technology
Amasi,Senior Java Developer,2023-10-09,IT/Software Development
(MSA) October University,Oracle Developer,2023-10-09,IT/Software Development
(MSA) October University,Oracle Developer,2023-10-09,Engineering - Telecom/Technology
Arabian Advanced Systems,Technical Support Engineer,2023-10-09,IT/Software Development
Gamers Lounge,Business Development Manager,2023-10-08,Business Development
Gamers Lounge,Business Development Manager,2023-10-08,Marketing/PR/Advertising
Deal,Front End Engineer (Angular/Ionic) High Growth Startup,2023-10-08,IT/Software Development
Deal,Front End Engineer (Angular/Ionic) High Growth Startup,2023-10-08,Engineering - Telecom/Technology
SevenCodeApps,senior Full-Stack Developer,2023-10-08,IT/Software Development
SevenCodeApps,senior Full-Stack Developer,2023-10-08,Engineering - Telecom/Technology
SevenCodeApps,sales executive,2023-10-08,Business Development
SevenCodeApps,sales executive,2023-10-08,Marketing/PR/Advertising
SevenCodeApps,sales executive,2023-10-08,Sales/Retail
Ali Alkhajeh Development ,Content Creator,2023-10-08,Writing/Editorial
Ali Alkhajeh Development ,Content Creator,2023-10-08,Marketing/PR/Advertising
Ali Alkhajeh Development ,Content Creator,2023-10-08,Media/Journalism/Publishing
GET Group- Egypt,Senior Flutter Developer - iOS/Swift Background,2023-10-08,IT/Software Development
CARITech,Java Developer,2023-10-08,IT/Software Development
CARITech,Java Developer,2023-10-08,Engineering - Telecom/Technology
CARITech,Java Developer,2023-10-08,Engineering - Other
FlairsTech,Senior SharePoint/O365 Developer,2023-10-08,IT/Software Development
Smart Glass Company,IT Specialist,2023-10-08,IT/Software Development
BBI-Consultancy,Odoo Developer,2023-10-08,IT/Software Development
Ultimate Solutions Egypt,Technical Support Engineer,2023-10-08,Customer Service/Support
Ultimate Solutions Egypt,Technical Support Engineer,2023-10-08,IT/Software Development
Ultimate Solutions Egypt,Technical Support Engineer,2023-10-08,Engineering - Telecom/Technology
Kian Alraqmih,Software Marketing Manager,2023-10-08,Business Development
Kian Alraqmih,Software Marketing Manager,2023-10-08,IT/Software Development
Kian Alraqmih,Software Marketing Manager,2023-10-08,Marketing/PR/Advertising
Kian Alraqmih,Sales Manager (software),2023-10-08,Business Development
Kian Alraqmih,Sales Manager (software),2023-10-08,IT/Software Development
Kian Alraqmih,Sales Manager (software),2023-10-08,Sales/Retail
Al Ahly capital holding - Al Ahly Tamkeen,Technical Support Officer,2023-10-08,Customer Service/Support
Al Ahly capital holding - Al Ahly Tamkeen,Technical Support Officer,2023-10-08,IT/Software Development
WUZZUF,Front End Developer,2023-10-08,Creative/Design/Art
WUZZUF,Front End Developer,2023-10-08,IT/Software Development
WUZZUF,Front End Developer,2023-10-08,Engineering - Telecom/Technology
IKEN Technology,Senior Software Engineer - .NET,2023-10-08,IT/Software Development
IKEN Technology,Senior Software Engineer - .NET,2023-10-08,Engineering - Telecom/Technology
WUZZUF,IT Specialist,2023-10-08,Installation/Maintenance/Repair
WUZZUF,IT Specialist,2023-10-08,IT/Software Development
WSC,Senior UX Designer,2023-10-08,IT/Software Development
Ejada ,Azure Infrastructure Specialist,2023-10-08,IT/Software Development
Ejada ,OCI Senior Cloud Architect,2023-10-08,IT/Software Development
Arabic Localizer,Front-End / React & React-Native Developer - Alexandria,2023-10-08,IT/Software Development
Arabic Localizer,Front-End / React & React-Native Developer - Alexandria,2023-10-08,Engineering - Telecom/Technology
Ofoq Consulting,System Analyst,2023-10-07,IT/Software Development
Ofoq Consulting,System Analyst,2023-10-07,Analyst/Research
3D Diagnostix,Senior Front-End Developer (Angular),2023-10-07,IT/Software Development
3D Diagnostix,Senior Front-End Developer (Angular),2023-10-07,Engineering - Telecom/Technology
Kiromarble for marble and granite,It Specialist and System Administrator,2023-10-06,Installation/Maintenance/Repair
Kiromarble for marble and granite,It Specialist and System Administrator,2023-10-06,IT/Software Development
Kiromarble for marble and granite,It Specialist and System Administrator,2023-10-06,Engineering - Telecom/Technology
Golden Gates ,Senior Flutter Developer,2023-10-06,IT/Software Development
Golden Gates ,Senior Flutter Developer,2023-10-06,Engineering - Telecom/Technology
YELO,program support,2023-10-06,Customer Service/Support
YELO,program support,2023-10-06,IT/Software Development
YELO,program support,2023-10-06,Engineering - Telecom/Technology
TRIMETIS,Senior Frontend Developer (Vue.JS),2023-10-06,IT/Software Development
TRIMETIS,Senior PHP Developer,2023-10-06,IT/Software Development
